job_id,skill_count,skills_str
0f66854094bb7befab334130d32e12b1c839e7f9e39d5836bed049f370a2b479,9,"React Native, Coaching, React, TypeScript, iOS Development, JavaScript, Android Development, Innovation, Artificial Intelligence"
a3cca56d678c2ad5767c16b2c056d8265c6236fce283c982f598d76e0c1878a2,12,"Large Language Models, DevOps, Encryption, Teamwork, Software Testing, Test Automation, Documentation, GCP, Critical Thinking, Innovation, Requirements Gathering, CI/CD"
99c5156d0eacfa4ff34189e36c884d231df9d1835e847912e807732db7cdd271,8,"Design Patterns, Apache Spark, Agile, TDD, Machine Learning, Java, Data Science, Artificial Intelligence"
cc15c468a40f02a4215703faccf7f4cc338ec7ff6d39952610e3c7027cbeefdf,2,"Leadership, Predictive Modeling"
39420b6d89fc67173932b185296e89c08334e91c6b491a4af9a7828613296c7e,14,"Dashboard, Python, MySQL, Analytical Skills, SQL, SQL Server, Oracle Database, JavaScript, R Programming, Documentation, Data Cleaning, Innovation, Requirements Gathering, Artificial Intelligence"
f80b44ac60b20b2e49f0e495156a1d98908d39d636d743c68ee5fee26c91a8bb,3,"Teamwork, Agile, Cross-functional Collaboration"
ab130e8de1d7e64866110401f6c371c1f31d4b3b72651bb79bae2c488fe7a796,13,"Python, Athena, MySQL, Looker, Analytical Skills, SQL, AWS, dbt, Test Automation, Databricks, Documentation, Tableau, Artificial Intelligence"
1d51c7f4c4aba3cb78b29a8d854f0639d87d22ece2f66e59ff511a5e63fdac03,9,"Communication, Design Patterns, SQL, Git, CSS, HTML, JavaScript, Android Development, Java"
b88ea08f46c827ba1d4f62e2cab864268f31c9925f72397219508cd16f6f71a6,0,
43a8de1466d1fd1dff71b0d64ceb29e56305b154f36e0df5833274fd6f9eeae9,21,"Problem Solving, SQL, Statistics, Apache Spark, Data Science, PyTorch, Python, Communication, Mentoring, Docker, Machine Learning, Innovation, Artificial Intelligence, Kubernetes, AWS, Collaboration, Cross-functional Collaboration, Creativity, Leadership, GCP, TensorFlow"
9d6cfed22fee629d19115530f06ef20069e880e1118bc136d1b06937510ba2d8,3,"NLP, Computer Vision, Artificial Intelligence"
5fafc7d2149a8659932366ee577bf3c1bec7a34ee2bb0683b8ba739437bb6056,8,"Coaching, Team Leadership, Angular, JavaScript, Agile, Cross-functional Collaboration, Java, Requirements Gathering"
a5861461b87de34b269ab2771824690472ec5b02b613734373747429d4d35e1a,20,"React, Jest, Git, CSS, Redux, Authentication, CI/CD, GraphQL, Sass, Responsive Design, Test Automation, Docker, Next.js, Kubernetes, AWS, Software Testing, TypeScript, JavaScript, Agile, Presentation Skills"
c007491c497466be4380ca9818f1eb7ee1529ff5ee6bfbf478bc5f986cb3cbc4,12,"Mentoring, Project Management, Git, Statistics, Bash, Unix, Collaboration, Anomaly Detection, Machine Learning, Innovation, Requirements Gathering, Data Science"
d2b5a0178973f1b37d544c8a6235514a6680e4275c29cd2f0601e8ac7c34972d,30,"MLflow, Data Quality, SQL, Matplotlib, Statistics, Fine-Tuning, Seaborn, Scikit-learn, Data Science, NumPy, PyTorch, Classification, Python, Communication, Pandas, PySpark, Machine Learning, Prompt Engineering, Data Analysis, Predictive Modeling, Collaboration, Data Modeling, Cross-functional Collaboration, EDA, Requirements Gathering, Large Language Models, RAG, Software Testing, TensorFlow, Data Analytics"
5a7ffd86a0ca13e64b796299f43a539136b48fe7f609aee4d18df84287c45570,22,"Data Quality, SQL, CI/CD, End-to-End Testing, Python, Communication, MongoDB, Embeddings, NoSQL, Artificial Intelligence, Azure, MySQL, ETL, AWS, ELT, Cross-functional Collaboration, Requirements Gathering, Apache Kafka, PostgreSQL, RAG, Databricks, Data Engineering"
eb97c3f0963f0d5380f86fd223a40fa539a690d09d1b7159a2895eb25de17a68,0,
eb91969eba1d4ecb9be942ee3820e39b9e700f5f0861dbc182e8fa897ed4d3a3,18,"Communication, Problem Solving, Spring Framework, React, Responsive Design, Software Testing, Innovation, CSS, Collaboration, HTML, JavaScript, Node.js, Documentation, Cross-functional Collaboration, Spring Boot, Java, Elasticsearch, PostgreSQL"
8795a1a93ac8503105e45e8d7ca75021f4a761222ef720e7e8ccdc205b421987,10,"End-to-End Testing, Communication, Problem Solving, Looker, SQL, Collaboration, dbt, Snowflake, Requirements Gathering, Fivetran"
ef058423ce8e4769a2dd123c799e7743badb39e1e31eaacd5589e8f56c50d62b,15,"Next.js, Python, RAG, Streamlit, Neo4j, CNN, Transformer, GitHub, Hugging Face, NLP, Vector Database, Machine Learning, Clustering, Computer Vision, Artificial Intelligence"
3bba58f69cf08d5b414fd29676ca344e7c60e63a155e40e150d854330588b76b,11,"Microservices, Kubernetes, Secure Coding, Spring Framework, Mentoring, Gradle, Vulnerability Assessment, Docker, Spring Boot, Helm, Java"
4e52c1a151d0669bbe8674ecf10f8dfa9ed84115134718a691374b4351473633,12,"Creativity, Communication, Objective-C, Coaching, React, SQL, Ruby on Rails, Collaboration, Kotlin, Cross-functional Collaboration, Innovation, Artificial Intelligence"
6e1141c8902f18d60991e669f8cefd171333b8cac479f63b5d39a300f8dbae2d,19,"CloudFormation, Serverless, DevOps, Infrastructure as Code, CI/CD, Python, Communication, Cloud Security, Terraform, GitHub, Test Automation, IAM, AWS, Collaboration, Cross-functional Collaboration, Requirements Gathering, API Gateway, Authorization, Node.js"
95a04caf2d3c3a0aed249e02394b107548e42f152fbcb6a98d77eea468888d7e,17,"SNS, AWS Glue, Athena, KPI, Observability, IAM, Lambda, PySpark, ELT, Quality Assurance, Databricks, Power BI, Kinesis, S3, CloudWatch, CI/CD, Redshift"
4ea209bc2414df38b38f408ed7c065f436b595d2708d0607a85642d80117e7f9,14,"Azure, Airflow, Azure Data Factory, Observability, Data Quality, Prefect, Apache Airflow, ETL, ELT, dbt, Test Automation, Machine Learning, Requirements Gathering, Artificial Intelligence"
4df5938af83cc7a6b4e34c42fd3362d6d21414d7f54cf950d8de5266ae6d87cd,23,"Serverless, Jest, Authentication, CI/CD, Cypress, Observability, Regression Analysis, Innovation, Design Patterns, Linux, AWS, Cross-functional Collaboration, CircleCI, Requirements Gathering, RESTful API, Lambda, Software Testing, Authorization, TypeScript, Node.js, Leadership, Bitbucket, Jenkins"
b7a00d9e21086c6d4309e64d374d4afd103f23f8169d188f32df4239af826b32,13,"Python, Looker, Analytical Skills, Jupyter, SQL, Statistics, R Programming, Data Visualization, Cross-functional Collaboration, BigQuery, Data Science, Artificial Intelligence, Data Analytics"
5ac93bb70ab5deb0818c3e17459350dc38a019cd70e96f021b737cf00f6ba7a9,12,"Python, Azure, Communication, Problem Solving, Mentoring, DevOps, AWS, JavaScript, Agile, Java, Requirements Gathering, Scrum"
81fbe9e2fe9e2b2c71ec3c3c5bc62ba08a3ae086d7f31e6feedc2246473d19b5,2,"Android Development, Artificial Intelligence"
f9db6d5617a65da507c63d5b36e8521ea79356f89f7510f538ac01677bdeb076,9,"Scrum, Linux, DevSecOps, Ansible, Shell Scripting, Agile, Requirements Gathering, CI/CD, Jenkins"
858d9af089ea49ce25bf752cb8e9cece571c4bc3c17323dc4e825e945261bc28,10,"MySQL, SQL, SQL Server, Java EE, CSS, HTML, JavaScript, Bootstrap, Java, JDBC"
faa2558ced70b99bed68e8b908a56dd182cdf6b75cb9bb012a184442d787da46,18,"React, Spring Framework, WebLogic, RabbitMQ, SQL, SQL Server, Java EE, TypeScript, CSS, Oracle Database, JavaScript, HTML, Angular, Maven, Tomcat, Java, Requirements Gathering, JDBC"
56aad56cf120a3708a561eb635d10da9ac596f7b552bc0b60cdae38da751ea13,8,"End-to-End Testing, Next.js, Time Series, Mentoring, Problem Solving, Analytical Skills, Software Testing, Snowflake"
c49578475e8d508734bb2cef0733603c2461771e3bc35c59c789b03af4d899c7,18,"Data Science, Python, Segmentation, Pandas, Looker, Software Testing, Predictive Modeling, SQL, ETL, Statistics, Collaboration, dbt, Scikit-learn, Snowflake, BigQuery, Requirements Gathering, Fivetran, Tableau"
c85ece0fe5d44d5577bd384936d8b0bae261e383524d8024201fedcad94b19c5,17,"MLOps, Python, NumPy, Communication, RAG, Pandas, Presentation Skills, End-to-End Testing, Test Automation, Generative AI, LangChain, Scikit-learn, Machine Learning, Feature Engineering, Prompt Engineering, Data Science, Artificial Intelligence"
61e780b0edd177f002ec820737e6790785ec529ea73f715c94458e989dd9e799,20,"Coaching, SQL, Git, Fine-Tuning, Apache Spark, CI/CD, Tableau, Python, Azure Data Factory, Mentoring, Test Automation, Azure, ETL, Data Modeling, Power BI, Cross-functional Collaboration, Databricks, Data Engineering, Data Visualization, Data Governance"
78f27b0792af9d77471867a0a0215f01fc66e15727cb360e34fd26c959b38434,7,"A/B Testing, MongoDB, Software Testing, DynamoDB, Leadership, Jetpack Compose, PostgreSQL"
d63c4c1530206954c4b61d372057ab73d62ecbeef557a8ca492d86c2e61b5018,9,"Communication, Design Patterns, SQL, Git, CSS, HTML, JavaScript, Android Development, Java"
f37353feb32203fa135e0737a954153e112d09cf6bda4cc600bea72131d493c7,8,"Communication, Express.js, Analytical Skills, Collaboration, Leadership, Machine Learning, Innovation, Data Science"
bf94f219d4753ddf2fb590d843914164665e7577ccc2fee153f628eaf77c0613,10,"Azure, Communication, Kubernetes, SQL, AWS, NoSQL, Authentication, Microservices, Java, CI/CD"
21f59818f83add9c2e03deda10d0f9e028dfdeed77c15ddf4476537ba5805acf,5,"Communication, Collaboration, Adaptability, Data Science, Artificial Intelligence"
d009cef12bafe7caabd9e72f4dc7815fded49f83598ea18513c62fdaa40566f2,3,"Quality Assurance, Software Testing, Test Automation"
a731911a7e6ae699dcc5ee24e0c7a78ccdaf1d67b55b35d834f973710798a79d,17,"Data Science, Python, Communication, Problem Solving, SQL, NLP, Test Automation, R Programming, Model Deployment, Scikit-learn, TensorFlow, Anomaly Detection, Machine Learning, Feature Engineering, CI/CD, Artificial Intelligence, PyTorch"
64fa6471530e0cbc7f1099d0a94410ffc106ef31e24e2e81213fb06d93df0ed5,7,"Communication, Problem Solving, Statistics, Collaboration, Anomaly Detection, Machine Learning, Artificial Intelligence"
82e22d223f9df66d356af12f2d21a63dfec4564e1b9d373cf033260e52ecb119,39,"Serverless, React, DevOps, SQL, Git, Cloud Native, CI/CD, Elasticsearch, RDS, Communication, SQS, Observability, Mentoring, Kanban, Docker, Innovation, Design Patterns, Prompt Engineering, Artificial Intelligence, SNS, Azure, Next.js, Decision Making, EC2, AWS, Collaboration, Splunk, Cross-functional Collaboration, Adaptability, Requirements Gathering, PostgreSQL, Software Testing, Leadership, Quality Assurance, JavaScript, GCP, Agile, New Relic, Scrum"
b09bf7f18d9787ba8079e24c0d4007288127e5342aed20ad3f26d6bd4691cf1e,7,"Presentation Skills, Predictive Modeling, Deep Learning, Machine Learning, Requirements Gathering, Artificial Intelligence, Data Analytics"
c5521462be5fb910188fa80beddb00bfc2957c97e568349563299ac5b47fb5a3,14,"GitLab, Secure Coding, React, Google Play, GitLab CI, Database Design, iOS Development, Swift, Kotlin, Agile, Android Development, App Store, Requirements Gathering, Scrum"
c2297bd4327d1b9a3d4a3f3dd3ab2de1f1f124e123e110afe362ffce63bc929a,8,"Python, Communication, Data Analysis, Statistics, Fine-Tuning, Machine Learning, Data Science, Artificial Intelligence"
4b34de3f8ddc7f6ce5ed82f6f25a7c9f13f7bc73a24643d957f1f09075611be1,11,"Classification, Python, Hadoop, Analytical Skills, SQL, Statistics, Cassandra, Apache Spark, Java, Clustering, Tableau"
162a281062c029ac21e142defc1df4b50af8641457f2416b2bea91ed294c403f,12,"Next.js, Communication, Large Language Models, Mobile UI/UX, Mentoring, React, TypeScript, AWS, Collaboration, Leadership, Java, Artificial Intelligence"
63eb3f6328aa86b8a33e1a81e0a1a0841dc3181b34bc878c9f11bf1a6521a624,11,"Python, Large Language Models, Linux, Keras, Jupyter, R Programming, TensorFlow, Innovation, Requirements Gathering, Data Science, Artificial Intelligence"
041a404e6e024bab0c10fe7177bcb711574b3a0e0a481b8e7a27a3e6946561c5,0,
fe29d7dc96fcae853d5c247c41902610def800cf901502e33256dd9ed7ada77d,26,"MariaDB, Problem Solving, TestNG, React, SQL, JUnit, Java, CI/CD, Observability, Selenium, Oracle Database, Test Automation, Regression Analysis, Innovation, Design Patterns, Artificial Intelligence, MySQL, Decision Making, SQL Server, Unix, Angular, Vue.js, Requirements Gathering, PostgreSQL, Software Testing, Critical Thinking"
12640ee0171ea74d796e9362b426a2ed2baebd3f87fb8677fd4db076c7d61833,24,"Airflow, Problem Solving, React, SQL, Git, CI/CD, Data Science, Communication, Pandas, MongoDB, NoSQL, S3, Azure, Apache Airflow, AWS, Collaboration, Angular, Documentation, Vue.js, PostgreSQL, GCP, Critical Thinking, Agile, Presentation Skills"
2513642d93518213d008103d43f49195bd16ef16cc35f1142aba107d7e8e56e4,7,"Communication, Analytical Skills, Technical Writing, Material UI, Innovation, Data Science, Artificial Intelligence"
598083d33626a76727de03944c803eaf0f91e62fcad1dcaf8b36b4bb1510e2a1,4,"Cross-functional Collaboration, Documentation, Android Development, Artificial Intelligence"
7e5e28f78d1e3a26ad7e120e440aca2616a1bfaa4e860bca286a7733cc7d3ee9,1,Innovation
b96b8d45ccab8995fe96396123eb71fa28f36911f8f008ddda627c05afaf15ff,10,"Python, Communication, SQL, Leadership, R Programming, Quality Assurance, Data Visualization, Data Engineering, Feature Engineering, Requirements Gathering"
613316934d30642fee63ff3194b07fa4fd830c93de98d26d90f317ebc8e898ac,9,"Data Pipeline, Linux, Data Quality, Data Warehouse, SQL, ETL, Documentation, Requirements Gathering, Teradata"
aee77f454619c790573f063e843eb9988597a09bff5e8a561073591d72f52eeb,22,"React Native, Problem Solving, React, JIRA, Git, Authentication, Flutter, Java, CI/CD, Communication, Kotlin, Android Development, Azure, Ionic, AWS, Documentation, Firebase, Google Play, TypeScript, Quality Assurance, JavaScript, Agile"
bf302e114d6da0b2a0a0d8db11ab55468a34473231e674d9521bc1e481bfd74b,31,"Data Quality, SQL, Statistics, Git, Apache Spark, Trino, Data Science, Elasticsearch, Tableau, RDS, QlikView, Python, Jupyter, Bash, Docker, Machine Learning, Artificial Intelligence, MySQL, Kubernetes, Linux, ETL, AWS, ELT, NLP, Documentation, Requirements Gathering, PostgreSQL, Apache NiFi, Neo4j, Data Engineering, Data Visualization"
14f480b3e101763ca861d742f8c7ff9898e3e1b7c7e6a853569b4b29e585802f,16,"AWS Glue, Azure, Cybersecurity, Software Testing, Informatica, Data Lake, ETL, AWS, PySpark, SAS, Unix, Talend, Test Automation, GCP, Agile, Snowflake"
84c70fb07dce7dbe518acee4983a51d021f339c643d23d2560e159d1340432c3,1,Software Testing
b38329d158155222c067509159b97deeb22c0be7e328019571bf218c8e05d00c,12,"Creativity, Communication, Objective-C, Coaching, React, SQL, Ruby on Rails, Collaboration, Kotlin, Cross-functional Collaboration, Innovation, Artificial Intelligence"
5514cac8d6c9e13172a1b03c8bd0a6102cf7909a2b5b2aa7bb4e3cc421e8dacf,11,"Communication, Software Testing, SQL, Ruby on Rails, CSS, HTML, JavaScript, Agile, TDD, Requirements Gathering, Django"
9a8ca2d97f65797b9e45bb533ce5c8a732db1d3f26ca3552a2f03889dff94a24,3,"Generative AI, Data Science, Artificial Intelligence"
6647702f74dc63b22db09ec86208c4f8642ca499e4f056207700a07c28f716b5,34,"Problem Solving, SQL, Matplotlib, Statistics, Seaborn, Scikit-learn, Data Science, Tableau, NumPy, PyTorch, Classification, Python, Communication, Probability, Pandas, Analytical Skills, Test Automation, Regression Analysis, Machine Learning, Innovation, Clustering, Deep Learning, Azure, Data Analysis, Predictive Modeling, AWS, Collaboration, NLP, Power BI, Cross-functional Collaboration, EDA, MLOps, GCP, TensorFlow"
ec3fca0aa46a069da27b67d898d317adddf71ac21e4ff58b2a49c758771db2c9,6,"Python, Communication, SQL, NoSQL, Django, PostgreSQL"
641f17efa254e0bcc14f4c851d4bcc120aacaa61852c5f215e2ea2976e56d38b,13,"Python, Pandas, Project Management, ETL, ELT, Excel, Test Automation, Data Engineering, Snowflake, Innovation, Requirements Gathering, Generative AI, Artificial Intelligence"
fec35cad4b5e84af25fc955238028597cc5e1b1657f04aa1a4ce5578938c0244,18,"Anomaly Detection, Python, Communication, Adaptability, Problem Solving, Analytical Skills, Data Quality, Data Lineage, SQL, Leadership, R Programming, Data Engineering, Cross-functional Collaboration, Data Cleaning, Machine Learning, Java, Data Governance, Data Science"
99b35679ff5d626a1e15575777073e950c312072179bc8b1943923115acdf608,8,"Communication, Python, Data Quality, Software Testing, SQL, ETL, Test Automation, Cross-functional Collaboration"
40f2d2f201b99c67634e7eeb001e7119ccaee7ba877fa6d7a5f0b5dc499a00a3,35,"Hadoop, Data Quality, ELK Stack, SQL, Cloud Native, Apache Spark, Data Science, Elasticsearch, End-to-End Testing, Python, Azure Data Factory, Observability, PySpark, Test Automation, Snowflake, S3, Docker, BigQuery, Redshift, Azure, AWS Glue, Kubernetes, ETL, AWS, Collaboration, Cross-functional Collaboration, Apache NiFi, Lambda, Databricks, GCP, Data Engineering, Agile, Data Governance, Scrum, Dataflow"
5df3e7ce37a2533157baa832ea3c7d57a34ad9c7d3d74e7795d7eeefc01aba92,24,"Problem Solving, Data Quality, DevOps, SQL, CI/CD, Communication, Azure Data Factory, Analytical Skills, Terraform, Data Lake, NoSQL, Test Automation, Snowflake, Azure, ETL, Collaboration, ELT, Data Modeling, Power BI, Cross-functional Collaboration, Business Intelligence, Data Engineering, Agile, Data Governance"
9a8dfc33bee77bfa51a758af157394d1bd512491fefe9c9081ede89e87a64ff2,18,"React, Spring Framework, Business Intelligence, WebLogic, RabbitMQ, SQL, SQL Server, Java EE, TypeScript, CSS, Oracle Database, JavaScript, HTML, Angular, Maven, Tomcat, Java, JDBC"
b49a292b6844a7d2bc2b1ec6b5e688db62d8ece3566466665ca8b70287052d99,3,"Innovation, Requirements Gathering, Agile"
3b5dafc0f760161471a3754e29002c6e7e3290b4e155a6ff023cf558a9aee869,17,"Kubernetes, Problem Solving, Spring Framework, Linux, React, Software Testing, TypeScript, ETL, AWS, DynamoDB, Apache Spark, Core Data, Redis, Maven, Innovation, Java, Artificial Intelligence"
fb267e2ecaa8dc41878d464814466003c8ac1c906cf8e1a2c619def025f506d5,22,"Airflow, Data Quality, DevOps, SQL, dbt, NumPy, CI/CD, Python, Communication, Pandas, Oracle Database, Test Automation, Azure, MySQL, SQL Server, ETL, Apache Airflow, AWS, ELT, Software Testing, GCP, Data Analytics"
604b3f43842d95f32e15dddd9beec87251f563ad21dd6e983f72f292bea66571,14,"MLOps, Python, Express.js, Decision Making, Coaching, Data Analysis, Predictive Modeling, SQL, Statistics, R Programming, Documentation, Data Engineering, Data Visualization, Data Science"
3e3a2713f9997e8bb0cd4e4d823612ee00913b01cce130ae8fdade559d7bef1c,17,"Classification, Python, Large Language Models, End-to-End Testing, Artificial Intelligence, Kubernetes, React, TypeScript, Fine-Tuning, AWS, Hugging Face, Collaboration, Test Automation, Cross-functional Collaboration, TensorFlow, PostgreSQL, PyTorch"
7fdd18a6d2fbe7fa2ddc3a935f10603848391aea7c70f2b7148e1a8b30bd7cc4,14,"JUnit, Kubernetes, Mockito, Spring Framework, Problem Solving, Selenium, DevOps, React, BDD, Kotlin, TDD, Spring Boot, Java, Jenkins"
460cd06d35a007e3ffe537c2d6a75dd9447008c913836e91f9ae8142139df223,3,"Innovation, Decision Making, Artificial Intelligence"
77451fa109d741ed2bc2ecbbb4a31e4858d281a685f8d560b481117da0a72ee9,6,"React, MongoDB, Node.js, JavaScript, Requirements Gathering, CI/CD"
0207325894c3a2fda3fd16eb14bcf1f165973e4ba5a5bef25cb86561a60f7fd8,37,"CloudFormation, GitLab, Problem Solving, React, DevSecOps, SQL, Authentication, Microservices, CI/CD, RDS, Python, Communication, MongoDB, Terraform, NoSQL, OAuth, Docker, S3, Innovation, Artificial Intelligence, Next.js, EC2, JWT, GitLab CI, ETL, AWS, Collaboration, Cross-functional Collaboration, Requirements Gathering, Django, PostgreSQL, RESTful API, Lambda, Cybersecurity, Authorization, Software Testing, Quality Assurance"
5018dd4cc971e5c59b1231b2f46b0991d679c44bd1d93c48f4a87e7b560f3eee,32,"Hadoop, Problem Solving, A/B Testing, Data Quality, SQL, Matplotlib, Statistics, Seaborn, Apache Spark, Data Science, Tableau, PyTorch, Python, Communication, SAS, Machine Learning, Innovation, Deep Learning, Azure, Data Analysis, Predictive Modeling, AWS, Power BI, Cross-functional Collaboration, Attention to Detail, Business Intelligence, Software Testing, R Programming, Data Engineering, GCP, Data Visualization, TensorFlow"
a907f520333b51faece0ac0c3b712f7ca51d38ff195ecddf5633620b5d3ddc39,7,"Communication, React, Problem Solving, TypeScript, Angular, Node.js, Vue.js"
981ec90593240339b8b42b7d1ec1ace1175c7c6dfbc42bb21c6fa8fd4b5738ad,6,"Communication, Decision Making, Problem Solving, Cross-functional Collaboration, Requirements Gathering, CI/CD"
400a3729dad6b90f3ea6b9312bc062f9824efa054a46665ad6db613e7c719f4f,9,"Next.js, Software Testing, TypeScript, AWS, Agile, Machine Learning, Java, CI/CD, Artificial Intelligence"
e3788f60a134f4b58d08014ba3bb644770bfadee1c76f80171cf9a481af7e2c5,27,"Flask, Vertex AI, Fine-Tuning, Cloud Native, Weaviate, LangChain, Data Science, PyTorch, Python, Observability, Mentoring, Docker, Innovation, Prompt Engineering, Pinecone, Artificial Intelligence, Next.js, Azure, Hugging Face, AWS, HTML, REST API, RESTful API, Large Language Models, RAG, FastAPI, GCP"
d45f6f1a678a296b0f63c0ec761ad391f3c00d75e7462546f991c46587a2bd9c,39,"Keras, SQL, Statistics, Scikit-learn, Computer Vision, Tableau, NumPy, PyTorch, Classification, Python, Communication, Segmentation, Analytical Skills, Kanban, Regression Analysis, Machine Learning, Innovation, Clustering, Artificial Intelligence, Azure, Decision Making, Predictive Modeling, AWS, Collaboration, NLP, Power BI, SciPy, Adaptability, Requirements Gathering, Attention to Detail, Time Series, R Programming, GCP, Data Visualization, TensorFlow, Agile, Scrum, Presentation Skills, Reinforcement Learning"
98a537963392919bd71af3777e2362169e31177773266f1878362fc9fd610b32,10,"End-to-End Testing, Python, Data Quality, Software Testing, SQL, NLP, Machine Learning, Requirements Gathering, Data Science, Artificial Intelligence"
c9ef4926869aff139dbc5cc3003f99ae577a8565f51d4e361d05eef59b1c5fa3,4,"Microservices, Python, Splunk, New Relic"
21b1a6391d67ad5ed9e18f71cda43b64104b0799b96e47da390e12302a38722f,10,"Python, RAG, Clustering, Embeddings, NLP, Plotly, Innovation, Prompt Engineering, Data Science, Artificial Intelligence"
8875f085e2d5e19822b2ec4c372ed0d193462a312a1d8e6934989b4c5d3d690a,10,"Communication, Design Patterns, SQL, Git, CSS, HTML, JavaScript, Android Development, Java, Requirements Gathering"
2d231017274af4d5eaaf62eccb5c4abdf958e1d129a818ee5dd3e722a98370d8,2,"React Native, React"
df8bc440207ff2aa77165a9108da40fa7c75b31441820c7d9a7b737750a2ac71,8,"Python, Airflow, SQL, Apache Airflow, dbt, Data Modeling, Snowflake, Apache Kafka"
29c5472ef1b3a716f53d1477b34af8890d906edf9e12f6a34a4d1943b60a234e,0,
8b96a39634fedd1249fc7c9e4009f16be807e25f23bc322fc91c7ecf0d1d3e0b,9,"Creativity, Unit Testing, Software Testing, R Programming, Documentation, Java, Requirements Gathering, CI/CD, Artificial Intelligence"
9935d0c41ca9a23bb5254ff66794a76029329c68a56f67d135f865461c6a0c1d,4,"Test Automation, Software Testing, Requirements Gathering, Regression Analysis"
e4ce9db2c528cbe900cf6231be1ba67b0a9c5b37e10c87ff27a4ed32b8b04bee,2,"Large Language Models, Requirements Gathering"
e0b1249d5cb990e979e9e4604961b1b06cfd6348392847fcb93bfdee239a1b39,17,"Azure, MySQL, RESTful API, Python, Communication, MongoDB, SQL, AWS, Cloud Native, NoSQL, Quality Assurance, Authentication, Cross-functional Collaboration, Microservices, Java, Requirements Gathering, PostgreSQL"
0d9febf76df5e4d6ed769858d3daca81105bb5b3a926100fb351719594b38ae7,7,"Problem Solving, Spring Framework, Collaboration, Agile, Cross-functional Collaboration, Microservices, Java"
207d655022290f4fe7b395ae33cdeb09c01e970e654f3ee84a444af3ec7c57c3,6,"Python, Design Patterns, Terraform, Nginx, Java, CI/CD"
4743b9d127eb16a1e84aad3e06e46b4d6c3e862a906a0f98d99f1eae7ef7df6d,16,"Classification, Python, Communication, Decision Making, Problem Solving, Analytical Skills, SQL, Statistics, R Programming, Cross-functional Collaboration, Regression Analysis, Machine Learning, Clustering, Data Science, Deep Learning, Data Analytics"
50b22c7ce64a3d374c8dbff4f4ecb0a323a8c7b2b60e772c02a10e211d38ba87,8,"Python, NumPy, Communication, Pandas, SQL, R Programming, Requirements Gathering, Data Science"
8a1a3cbef8d3ffd4b20228a12347259a52a7fc73ffad168f6a4d680d942a5c7f,6,"Communication, Decision Making, Problem Solving, Cross-functional Collaboration, Requirements Gathering, CI/CD"
438b219df9cd93261458ad6c023ae63986581dc625631b061b39d07dd35f75ce,16,"Python, RESTful API, Pandas, MongoDB, Software Testing, SQL, Git, AWS, PySpark, Cloud Native, SQLAlchemy, R Programming, Data Engineering, Redis, CI/CD, PostgreSQL"
369b846c4cb4a180c3bbde4df1a698228fe13a1a3dbb54cedc015d2ec9bf8b8f,17,"Azure, Kubernetes, Problem Solving, MongoDB, Analytical Skills, SQL, AWS, DynamoDB, Test Automation, GCP, Kinesis, Cross-functional Collaboration, Docker, Agile, Java, Apache Kafka, PostgreSQL"
23a0b0bf858553b838c0f402830dbc0d35463d99cfb555098ac71cda46c5f34c,33,"Hadoop, SQL, DynamoDB, dbt, Apache Spark, Java, Python, GraphQL, MongoDB, Informatica, Oracle Database, NoSQL, Snowflake, BigQuery, Cassandra, Redshift, Azure, SQL Server, ETL, AWS, ELT, Data Modeling, Talend, Kinesis, Apache Iceberg, Apache Kafka, PostgreSQL, Apache NiFi, Apache Flink, Delta Lake, Apache Hive, SOAP, GCP"
113a322840801afe393d58ffeea9597e14f53d46fa15a333891e72f0fe548973,1,Innovation
b8a32728041e6ec828cc61abd56da9f4b44bba7ec7c28f0f1d5f43e3361203ca,6,"Python, React, MongoDB, Software Testing, AWS, Django"
b5899830e2003b60ac0bab67428b97723fd11fa8c2fc64ad24b0caa44ac0c179,20,"Problem Solving, SQL, Git, Material UI, Microservices, Communication, Analytical Skills, Test Automation, Docker, Innovation, Design Patterns, Azure, Kubernetes, Angular, Cross-functional Collaboration, Requirements Gathering, .NET Core, Attention to Detail, Software Testing, Agile"
5fb971adcf12769ba083f4e3d8f1241175214bd4bb186538e12aacdb7d338d85,15,"Design Patterns, Decision Making, Problem Solving, React, Analytical Skills, Software Testing, Unix, Angular, Test Automation, JavaScript, Vue.js, Innovation, Java, Requirements Gathering, Artificial Intelligence"
e30bad9ceeaac9256c740e30e8ed5964e1a09abd052a4f648a71fc1b98508428,14,"Data Wrangling, Python, Analytical Skills, Data Analysis, SQL, Software Testing, Statistics, Hypothesis Testing, R Programming, Microservices, Machine Learning, Requirements Gathering, Data Science, Artificial Intelligence"
b85617cd8da1373ddee68c714f74510eb11f3cb0128972f29c018bb7692be61e,11,"Communication, Mockito, Android Jetpack, Software Testing, Kotlin, Android Development, Flutter, JUnit, Java, Requirements Gathering, Jetpack Compose"
b828bb4d24341a837e1d3afc4e3fecf3e8a193c62344a4b6445c9d04b58c5875,1,Collaboration
ddc1c6ff59c6061e255614aaef13b2137cd3a522075c81388d56c1acc15baa24,2,"SOAP, Requirements Gathering"
783c70f66cd3da7b9d643b740dba069cfac257ccf54a3bb5d6d74a2de8c94fea,17,"Python, Communication, KPI, Looker, Business Intelligence, Jupyter, Predictive Modeling, SQL, Fine-Tuning, Leadership, R Programming, Sentiment Analysis, Data Engineering, Cross-functional Collaboration, Test Automation, Data Science, Tableau"
