job_id,entity_count,unique_skills,skills,labels
bb3b20a7be30d68ad53bd897b0d14b2862cc319f0579d324065318e23d068603,11,8,"Communication, Cross-functional, Innovation, Java, Mentoring, Quality Assurance, Requirements Gathering, Spring Framework","JAVA, SOFT_SKILL, TESTING"
cf3b31aa4e02fa581fe118d627e11bb3837b3288820c23a38dc4227af2536b30,3,2,"Analytical Skills, Machine Learning","MACHINE_LEARNING, SOFT_SKILL"
193e366e4bfdb4fc784fcb9a4023a67a99c84726da86da2ca2665d3b3f7f2ff9,13,12,"Communication, Cross-functional, Cypress, JavaScript, Jest, Leadership, Mentoring, React, Requirements Gathering, Software Testing, Teamwork, Vue.js","SOFT_SKILL, TESTING, WEB_DEV"
fa007789fe8c510742777f1aa291af8c4763dba67b045338d09457b34964439f,13,13,"AWS, Critical Thinking, Data Quality, Data Science, EC2, Feature Engineering, Machine Learning, PostgreSQL, Python, RDS, Redshift, Requirements Gathering, S3","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
f664bbd70aa690b20225dfc7b7ec5ab156391c06792ff3645594b0015c678952,19,13,"Airflow, Analytical Skills, Cross-functional, Data Lake, Data Science, Leadership, Looker, Python, R Programming, SQL, Statistics, Tableau, dbt","DATABASE, DATA_ENG, DATA_SCIENCE, PYTHON, SOFT_SKILL"
3bf1738ea8268052048366ce311bd6cfa1f002e55dcf5299e93831a0e2ef2deb,5,5,"Collaboration, Innovation, Leadership, Mentoring, Test Automation","SOFT_SKILL, TESTING"
dcf6921ba2348d46750f59fd3ae9c48891a1df1d93fc1ae0b872c145397543e5,11,9,"Agile, Apache Kafka, Artificial Intelligence, Innovation, Java, Mentoring, Microservices, Quality Assurance, Software Testing","JAVA, MACHINE_LEARNING, SOFT_SKILL, TESTING"
c70b294523a643657e688eb13d5f10e0ff3f9f1a3a9e1f359bfeeee25f8bb8c8,20,14,"Agile, Android, Angular, Artificial Intelligence, CSS, Java, JavaScript, Kotlin, Node.js, Requirements Gathering, SQL, Swift, Test Automation, iOS","DATABASE, JAVA, MACHINE_LEARNING, MOBILE, SOFT_SKILL, TESTING, WEB_DEV"
afeba0faff9a4e259c83d4ab3be2dfe626b52677d4b125d04a49042c9f8d70c8,5,4,"Angular, Next.js, React, TypeScript",WEB_DEV
3912ff707610b4f475c35e3352836f43a063f901b762d5171508788f85f37588,5,5,"Communication, Excel, Python, SQL, Test Automation","DATABASE, DATA_SCIENCE, PYTHON, SOFT_SKILL, TESTING"
82e5d48fff6e09a9ba54ba99bc6d8eac309a86d9e91597e2ff4b8720ebcdc495,11,10,"Collaboration, Critical Thinking, Data Engineering, Data Science, ETL, Machine Learning, Problem Solving, Python, SQL, Statistics","DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
da81005cb6f123e5efdf517135a587fba4361b8d2e967f137e5e0217f9b7041e,13,7,"Cross-functional, Innovation, Mentoring, Microservices, Oracle, Requirements Gathering, Software Testing","DATABASE, JAVA, SOFT_SKILL, TESTING"
0ea04cbc707cf405b3f284c0bd94dd75449f6690aeb3cd6012fcf91d65250dbb,20,13,"Android, Artificial Intelligence, Collaboration, GitHub, Innovation, Next.js, Problem Solving, Quality Assurance, RESTful API, Requirements Gathering, Swift, Test Automation, iOS","DEVOPS, JAVA, MACHINE_LEARNING, MOBILE, SOFT_SKILL, TESTING, WEB_DEV"
3832268f1b2cae72a4df0bb91aef7d4ae804320c3dfcc0344630aa53c77b830a,22,10,"Analytical Skills, Artificial Intelligence, Excel, Java, JavaScript, Mentoring, Next.js, Problem Solving, Python, Requirements Gathering","DATA_SCIENCE, JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL, WEB_DEV"
2bea2b84d4728457e1b99bbb6e33c274f47fc967c5c11ac8b0a5fbe9c97ca0af,12,12,"Analytical Skills, Apache Spark, Cassandra, Classification, Clustering, Collaboration, Hadoop, Java, Python, SQL, Statistics, Tableau","DATABASE, DATA_ENG, DATA_SCIENCE, JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
3aa230c540bb7a2c2468890273470ad9afc746afa92de6eccff8432dd798abb2,2,2,"Azure, Cross-functional","CLOUD, SOFT_SKILL"
cee914403638067e8840826d65a801c6f80968622f2ab0ad45a40cea59c99eff,4,3,"Java, Requirements Gathering, Software Testing","JAVA, SOFT_SKILL, TESTING"
f599c1a4af687979fd1cdb1d2ddd3863b8ec1de5043c68e229d06f41f0a38a63,30,17,"Analytical Skills, Azure, Collaboration, Communication, Cross-functional, Data Engineering, Data Pipeline, Data Quality, ETL, Innovation, Microservices, Power BI, Problem Solving, Requirements Gathering, SQL, SQL Server, Teamwork","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, JAVA, SOFT_SKILL"
6c17fbdbf6cf4059e36b8a1cb200f430761977fc7e31b9fd3089c1b2dd67e3a9,11,11,"CI/CD, Computer Vision, Deep Learning, Docker, GitHub Actions, Hugging Face, MLOps, Machine Learning, Problem Solving, PyTorch, Python","DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
51f948ac8fc8ae657635e586fb4b8c6849058f7064843489eb4cd0293ccb11df,24,15,"Angular, CSS, HTML, Java, Java EE, JavaScript, Maven, Oracle, RabbitMQ, React, SQL, SQL Server, Spring Framework, Tomcat, TypeScript","DATABASE, JAVA, WEB_DEV"
83cdbb3769d5006374aef0c26316de5769a38b3ab3cd07cf7391ac36ab8274c1,26,14,"Agile, Angular, Azure, CI/CD, DevOps, Docker, Git, Java, JavaScript, Kubernetes, RESTful API, SQL, Software Testing, TypeScript","CLOUD, DATABASE, DEVOPS, JAVA, SOFT_SKILL, TESTING, WEB_DEV"
dd2db22b3e5ac3b956350347c8fcc5c5986b96726f48bfe50922b5b5c990e8e3,23,18,"Agile, CI/CD, CSS, Communication, Flutter, HTML, JavaScript, Leadership, NoSQL, Oracle, Quality Assurance, RESTful API, React Native, SQL Server, Scrum, Software Testing, TDD, TypeScript","DATABASE, DEVOPS, JAVA, MOBILE, SOFT_SKILL, TESTING, WEB_DEV"
b12eedba14be80bf31eae230981f17fc3f9ad4877155875687552f102b2bac38,27,12,"Android, CSS, Communication, HTML, Java, JavaScript, Kotlin, React, Requirements Gathering, Swift, TypeScript, iOS","JAVA, MOBILE, SOFT_SKILL, WEB_DEV"
a4dec5e9598281b5f54412ac50569fd918a1d946e8e3e9d321bdc2b7adf8a2b7,0,0,,
ce584930b2957220af946ea323c932b9e6a007b13633e0ffcaff2e09962f02d7,0,0,,
694598ccc129de0d6f5d5113906540ad6ea230043168f050872e28fa434b0799,35,22,"AWS, Azure, Data Analysis, Data Pipeline, Data Science, Data Visualization, Deep Learning, ETL, GCP, Git, Gradient Boosting, HIPAA, Machine Learning, Plotly, Power BI, Python, R Programming, Regression, Requirements Gathering, SQL, Statistics, Tableau","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, MACHINE_LEARNING, PYTHON, SECURITY, SOFT_SKILL"
b8f6351e32c3a24c970eca8d7c7cc0f3e336230520359abd6e700945c11fd8cf,18,7,"Android, Collaboration, Communication, Cybersecurity, Innovation, Linux, Python","DEVOPS, MOBILE, PYTHON, SECURITY, SOFT_SKILL"
77b4171c8638a6051b187ccbd5fd57861ccb1fb9846e4ea5e5b7c7b44723fa61,22,13,"Agile, Android, Artificial Intelligence, Collaboration, Communication, GraphQL, Innovation, Jetpack Compose, Kotlin, Leadership, Mentoring, Next.js, Software Testing","MACHINE_LEARNING, MOBILE, SOFT_SKILL, TESTING, WEB_DEV"
723e742dc83a97028b2818c0ac430d7700a4283aa41649364d3309684df0e52d,9,9,"Cross-functional, Data Engineering, Data Science, Data Visualization, Excel, Power BI, Python, SQL, Statistics","DATABASE, DATA_ENG, DATA_SCIENCE, PYTHON, SOFT_SKILL"
ce0630c4d79d0c36434ace8127b4bf8d8f56da229d28ef6cea70a32fb571e541,21,19,"AWS, Airflow, Apache Spark, Azure, CI/CD, Communication, Dagster, DevOps, Docker, ETL, GCP, Hadoop, Java, Kubernetes, Prefect, Problem Solving, Python, Requirements Gathering, SQL","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, JAVA, PYTHON, SOFT_SKILL"
2de1463d59cc5552f6f692892555266ba124ab6f07a1fa7c2eaf8338d043ae17,51,28,"AWS, Agile, Analytical Skills, Apache Spark, Azure, Bash, BigQuery, CI/CD, Collaboration, Communication, Cross-functional, Data Engineering, Data Lake, Data Quality, Databricks, ETL, Git, Hadoop, Innovation, Leadership, NoSQL, Problem Solving, Python, S3, SQL, Snowflake, Software Testing, Test Automation","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, PYTHON, SOFT_SKILL, TESTING"
c8521049b7e209375ef50a3c1868053eec7f0e97b63232bb0f324ec549d76e33,9,8,"AWS, Cross-functional, Django, MongoDB, PostgreSQL, Python, React, Requirements Gathering","CLOUD, DATABASE, PYTHON, SOFT_SKILL, WEB_DEV"
b52ba7e7a23d08b31da4c80ceb1f3585389696a038af4d27e1941a0ee56b8b55,10,6,"Communication, Node.js, Problem Solving, React, Requirements Gathering, TypeScript","SOFT_SKILL, WEB_DEV"
0384cb667de862f7dbcbcea13448425c0d91ce891e046d19ffa7948bf41549b7,21,8,"Artificial Intelligence, Communication, Cross-functional, Java, JavaScript, Next.js, Python, React","JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL, WEB_DEV"
677c3d49ced4d664398471900a18e9b8266674a85dfc24be8fe517c3889d8843,24,16,"Agile, CI/CD, CSS, Git, GraphQL, HTML, JavaScript, Jest, Linux, PHP, React, Requirements Gathering, SQL, Selenium, Software Testing, TypeScript","DATABASE, DEVOPS, SOFT_SKILL, TESTING, WEB_DEV"
3383a401a262d4baa2114415385ce5810f0932ddf428db46d84d2cb2b44529db,23,8,"Artificial Intelligence, Communication, Data Science, Innovation, Leadership, Machine Learning, Requirements Gathering, Statistics","DATA_SCIENCE, MACHINE_LEARNING, SOFT_SKILL"
ea07803d952c77c66cbbc220b3730c485c4c3afa877da9093e1ff7f5affa70cb,8,6,"Azure, Data Engineering, ETL, Python, R Programming, SQL","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, PYTHON"
a42fa135426a0b0f5582c6787e73121e33ef019e629e7e3bfd0732442bd808df,13,12,"AWS, Azure, CI/CD, Docker, Git, Java, JavaScript, Kubernetes, Lambda, Python, RESTful API, React","CLOUD, DEVOPS, JAVA, PYTHON, WEB_DEV"
8fe9a8216f3703ba3b92aec030b768c995f61baf21f5dfffc2fb0b7021dfdf32,38,18,"Analytical Skills, Artificial Intelligence, Azure, Data Analysis, Data Engineering, Data Science, Data Warehouse, DevOps, ETL, Git, Innovation, Power BI, Python, R Programming, Requirements Gathering, SQL, SQL Server, Statistics","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
c67588da2927ebfe92d9bc5f958a596f512cf2f33e15a444293820f9d113b842,8,5,"Communication, Django, GraphQL, React, Ruby on Rails","PYTHON, SOFT_SKILL, WEB_DEV"
39ef4c95aa7bd619bf364b8eec0765e26a300861841692bbfb946ddff12838e0,31,17,"AWS, Agile, Azure, CI/CD, Collaboration, Communication, Cross-functional, JUnit, Java, Mentoring, Microservices, Mockito, NoSQL, Software Testing, Spring Boot, Spring Framework, TDD","CLOUD, DATABASE, DEVOPS, JAVA, SOFT_SKILL, TESTING"
3f85054db8f83ef5ea22f6e87731de66daafbdfe7a3eddce1f04c2e260a70fd9,12,9,"Collaboration, Communication, Data Engineering, Databricks, ETL, Power BI, SQL, Snowflake, Test Automation","DATABASE, DATA_ENG, DATA_SCIENCE, SOFT_SKILL, TESTING"
94650ad42761026ddfeb3113dfce2206e1c72798dfe8abf98df53a3dd109d4f7,22,8,"Artificial Intelligence, Communication, Cross-functional, Java, JavaScript, Next.js, Python, React","JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL, WEB_DEV"
0a2dee19ecd841decf4e843e92d884481432f7f2b924204cfe13e19cb843c57a,9,7,"CSS, HTML, JavaScript, Next.js, React, Vue.js, Webpack",WEB_DEV
e5ca632b9b11b51c1e67e414bde16d715c63459e4669e6a56eed3f0b5a14a711,26,18,"AWS, Artificial Intelligence, Data Science, Databricks, Deep Learning, Docker, Generative AI, GitHub, Hugging Face, Innovation, LLM, MLOps, Machine Learning, NLP, PyTorch, Python, Software Testing, Statistics","CLOUD, DATA_ENG, DATA_SCIENCE, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
b140e1a0effdab0a2e2edcc2dedbe842db0d8e70efa18766b7067291c7296e90,8,8,"AWS, Agile, Azure, CI/CD, DevOps, GCP, Java, SQL","CLOUD, DATABASE, DEVOPS, JAVA, SOFT_SKILL"
70ff047b01c2c7d8781a76789df282d0b443dfa16f89e3a62106be0e278eb776,6,5,"AWS, Django, Python, React, Software Testing","CLOUD, PYTHON, TESTING, WEB_DEV"
0d39432ecfed58efb66b0f200518ada5ddfa49dd5f9bf53730a112e5ca269302,18,9,"Analytical Skills, Artificial Intelligence, Data Science, Generative AI, Machine Learning, RAG, SQL, Statistics, Tableau","DATABASE, DATA_SCIENCE, MACHINE_LEARNING, SOFT_SKILL"
4531b1b5096495b3b5138b9d5436c8849d37d018e1ab19b5321ef21691c6da15,4,4,"LLM, Leadership, Mentoring, Test Automation","MACHINE_LEARNING, SOFT_SKILL, TESTING"
2bea9f1bbe688424b92a10fbdb9aaabcb25e93902222835a2b397e506b315d92,36,24,"A/B Testing, AWS, Agile, Analytical Skills, Apache Kafka, Artificial Intelligence, Azure, CI/CD, Cross-functional, GCP, GPT, JavaScript, LLM, LangChain, Leadership, Mentoring, Microservices, NoSQL, Pinecone, Python, RAG, SQL, Test Automation, TypeScript","CLOUD, DATABASE, DATA_SCIENCE, DEVOPS, JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING, WEB_DEV"
7fa6756ff2e70a5f782204436d9a344868f1cef543f9fdc791de8c05a0892b8a,52,17,"AWS, Android, Azure, CI/CD, Communication, DevOps, Docker, Flutter, Git, Kotlin, Problem Solving, RESTful API, React Native, Requirements Gathering, Software Testing, Swift, iOS","CLOUD, DEVOPS, JAVA, MOBILE, SOFT_SKILL, TESTING"
944623e89668f6dae2c991c7ec858a10efc7f44b4b68a7585b4e091b592458ac,10,7,"Artificial Intelligence, Communication, Cross-functional, Innovation, Machine Learning, Python, Statistics","DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
d1e9abd46e336069a6c69e8296dbe2c20c0240d1430235e08359f827e6911c63,9,5,"Artificial Intelligence, CI/CD, LLM, Software Testing, Test Automation","DEVOPS, MACHINE_LEARNING, TESTING"
c32cad56cc00a7f33f094cb62621f9460a9a812c28aa94ec29bee17320bd634c,26,18,"AWS, Apache Kafka, Apache Spark, Azure, BigQuery, CI/CD, Data Analysis, Data Engineering, Data Quality, ETL, GCP, Kinesis, Python, Requirements Gathering, SQL, Snowflake, Test Automation, dbt","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, JAVA, PYTHON, SOFT_SKILL, TESTING"
b0dcc364ed31562461becd785a47ecdcd2baeb9e7c51e43de389bfa1bcfe8880,24,21,"AWS, Analytical Skills, Apache Spark, Artificial Intelligence, CI/CD, Communication, Critical Thinking, Data Science, Deep Learning, Flask, GraphQL, Innovation, Machine Learning, MongoDB, Plotly, Prefect, PyTorch, Python, SQL, TensorFlow, Time Series","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, WEB_DEV"
0da3980f3c4f144705191d7a26a2ba0ace27ab123df6cab9afb11744427c6f8a,34,21,"AWS, Agile, Analytical Skills, Android, Artificial Intelligence, Authentication, CI/CD, Collaboration, ECS, GitHub, JavaScript, Lambda, OAuth, Problem Solving, RESTful API, React Native, Scrum, Software Testing, Teamwork, TypeScript, iOS","CLOUD, DEVOPS, JAVA, MACHINE_LEARNING, MOBILE, SECURITY, SOFT_SKILL, TESTING, WEB_DEV"
c33e0ba46b9213de2ff9f89ef638d332639271ad5b2d4cd7d103e9d771f52663,8,7,"Ansible, Artificial Intelligence, Communication, Docker, Kubernetes, Linux, Python","DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
a28e3f808d6ff9420e5c40efc54d53b61ef75724ba4e8049719599bf9d89e8f8,10,9,"A/B Testing, Cross-functional, Data Science, Java, Mentoring, MySQL, PostgreSQL, Redis, Requirements Gathering","DATABASE, DATA_SCIENCE, JAVA, SOFT_SKILL"
4e58564a2baae98f6f8194513fb121929016463699316c9ba5329a7a0141b958,21,13,"Android, Artificial Intelligence, Collaboration, Communication, Cross-functional, Innovation, Jetpack Compose, Kotlin, Next.js, Problem Solving, Requirements Gathering, Software Testing, Teamwork","MACHINE_LEARNING, MOBILE, SOFT_SKILL, TESTING, WEB_DEV"
3d324fe64662d4b4101a75539c1117a263f6739312c999b1347d63f9f7d53bde,7,6,"Collaboration, Java, JavaScript, React, React Native, TypeScript","JAVA, MOBILE, SOFT_SKILL, WEB_DEV"
ec3fd6bf6306d5a6db1b46734974dbfff30027e6d1ed62d244548469a3622073,10,7,"Cross-functional, Data Science, ETL, Information Security, Machine Learning, SQL, Statistics","DATABASE, DATA_SCIENCE, MACHINE_LEARNING, SECURITY, SOFT_SKILL"
f85e76a5b1a3e335d5147c8739b3b411f7b0e2c5c3ba70081579a264ff0504b7,3,3,"Data Engineering, Data Quality, ETL","DATA_ENG, DATA_SCIENCE"
61ef94d7c81d0c2adaa5fa356584aedb52fde51ba445c78b057c8df194f6e766,26,20,"AWS, Apache Kafka, Authentication, CI/CD, Data Pipeline, ECS, EMR, GraphQL, JMeter, JUnit, Jenkins, Microservices, MongoDB, React, Redux, S3, Software Testing, Spring Boot, Test Automation, TypeScript","CLOUD, DATABASE, DATA_ENG, DEVOPS, JAVA, SECURITY, TESTING, WEB_DEV"
1f9169041dc9dd9e23f5934e3e2d23a37953579bcb8c681a8a56f46a6352bfac,5,2,"Python, Test Automation","PYTHON, TESTING"
facf36bad7abebf33dfeb78cc01795e021e6655b2cb745823644da47ff84e25b,20,10,"Artificial Intelligence, Collaboration, Data Engineering, Data Science, Deep Learning, Innovation, Machine Learning, Python, R Programming, SQL","DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
48c6dc3d23ab4c1aa1cfe7eddc393be9049f06510fb761ab1aceb45af4ecbe76,42,26,"Airflow, Apache Spark, Artificial Intelligence, BigQuery, CI/CD, Cross-functional, Data Engineering, Data Pipeline, Data Quality, Databricks, Delta Lake, DevOps, EMR, Java, MLflow, NoSQL, Prompt Engineering, PySpark, Python, Redshift, Requirements Gathering, SQL, Snowflake, Software Testing, Terraform, dbt","CLOUD, DATABASE, DATA_ENG, DEVOPS, JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
3bfb58ebb95a038e76e6b0a71f8bfd361cf3732bca95f16b93e1a89b95107cf2,9,5,"Agile, DevOps, Innovation, Oracle, Software Testing","DATABASE, DEVOPS, SOFT_SKILL, TESTING"
2c0603214c7188f5f3385d33645f9aa1dae3cb620aa14d1c755f0f370bcd897a,26,18,"AWS, Apache Kafka, Apache Spark, Azure, BigQuery, CI/CD, Data Analysis, Data Engineering, Data Quality, ETL, GCP, Kinesis, Python, Requirements Gathering, SQL, Snowflake, Test Automation, dbt","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, JAVA, PYTHON, SOFT_SKILL, TESTING"
e8c771aee837788fb0ebfda0fbf087a9bd28db5bf48867f9d3ae11ccd1556ead,26,17,"Agile, Azure, CI/CD, Communication, Critical Thinking, Data Quality, Data Science, Data Warehouse, DevOps, ETL, Power BI, Problem Solving, Python, SQL, SQL Server, Scrum, Test Automation","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, PYTHON, SOFT_SKILL, TESTING"
93441993e706af0f42be68ab5ffa25b6f333c478df56cad1cb0b65f724e44c4e,16,9,"Artificial Intelligence, Data Analysis, Deep Learning, Innovation, Leadership, Machine Learning, Mentoring, Requirements Gathering, Statistics","DATA_SCIENCE, MACHINE_LEARNING, SOFT_SKILL"
ed221811d61281967d36868e2b0c101c2d74a511cc9a75814b795a2b7d55dfc0,7,3,"Artificial Intelligence, Innovation, Requirements Gathering","MACHINE_LEARNING, SOFT_SKILL"
d97e463191d0d4eeff45f4c332c7ece7882af184b01466cdb2ede78438383426,1,1,Android,MOBILE
cabc5ca0d4bce2fa07ea3ba2ba3df668a743b98f07bf27cd4c0bf5d6b52cf9a0,3,3,"Agile, Communication, Problem Solving",SOFT_SKILL
814f15d34b2ee5e3502ce1ebc505fde945b6e3c5353104a77681e6055781ef32,54,32,"A/B Testing, AWS, Analytical Skills, Apache Kafka, Artificial Intelligence, Azure, CI/CD, Communication, Cross-functional, Data Analysis, Data Science, Deep Learning, GCP, Hugging Face, Innovation, LangChain, Leadership, MLOps, Machine Learning, Mentoring, NLP, Pinecone, Prompt Engineering, PyTorch, Python, R Programming, RAG, Requirements Gathering, SQL, Scikit-learn, TensorFlow, Time Series","CLOUD, DATABASE, DATA_SCIENCE, DEVOPS, JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
ab67cab6b0689f0ad5aa85bf85199b2acf831c547030aecd35d615e7f2aa3058,17,14,"AWS, CI/CD, Cross-functional, DevOps, DynamoDB, Java, Lambda, Microservices, Quality Assurance, S3, Serverless, Software Testing, Spring Boot, Test Automation","CLOUD, DEVOPS, JAVA, SOFT_SKILL, TESTING"
f1810a09b3f606313708e0555dcd155c86bcef07815e8bfd0e414fd96b36159e,22,10,"AWS, Artificial Intelligence, Cybersecurity, JavaScript, Leadership, Next.js, Python, React, Test Automation, TypeScript","CLOUD, MACHINE_LEARNING, PYTHON, SECURITY, SOFT_SKILL, TESTING, WEB_DEV"
2703ac92fa741e71cd845a6af12706e7b70c3bd536d3e993af1385634f809617,15,10,"Analytical Skills, Communication, Data Analysis, Data Science, Data Visualization, Excel, Leadership, Power BI, Problem Solving, Statistics","DATA_SCIENCE, SOFT_SKILL"
dbfc5b1c312b56cea92c23608dcdbd130b914d315b3e5e9d24b0c8a77736109c,10,2,"Oracle, Requirements Gathering","DATABASE, SOFT_SKILL"
8a05fbcf35c9fa3ad52845b4b3d5ffa06111bdb66a77c2725be6536f59e9590f,19,9,"Artificial Intelligence, Azure, Data Warehouse, ETL, Excel, Power BI, Python, SQL Server, Snowflake","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON"
8c2566fa12ab734137f5069f3ba0c65d7fcf0c8d7b9a8487f6bf16dae85220f5,10,4,"Linux, MySQL, Requirements Gathering, SQL","DATABASE, DEVOPS, SOFT_SKILL"
d4559a22bb3bbc8a8c823ed204f1203dbdb58baa37fcfb3f95cdb2fc2cc3ef89,35,18,"Agile, Analytical Skills, Azure, Communication, Cross-functional, Data Quality, Databricks, Problem Solving, Project Management, Python, Quality Assurance, Regression, Requirements Gathering, SQL, Scrum, Software Testing, Teamwork, Test Automation","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, PYTHON, SOFT_SKILL, TESTING"
5ae874edc09180c38b768068cc7eb7011aaf2ccf4cd3cac169ad6fb289212c03,16,10,"CI/CD, Cross-functional, JavaScript, Leadership, Mentoring, Next.js, Node.js, React, Software Testing, TypeScript","DEVOPS, SOFT_SKILL, TESTING, WEB_DEV"
50d3749c4da81f9a2d58ef2ebe4f31a0539776ff3e622982820bd0b537fb925b,11,10,"Agile, Angular, CSS, Communication, Excel, HTML, JavaScript, PostgreSQL, Problem Solving, TypeScript","DATABASE, DATA_SCIENCE, SOFT_SKILL, WEB_DEV"
622e791cdf19944445644d2b5f38db7ee5fd6c96c8be99a483a3e3cf7cbfd4c3,14,12,"Agile, Elasticsearch, Git, Mentoring, Microservices, MySQL, NoSQL, PostgreSQL, Quality Assurance, Requirements Gathering, Scrum, Serverless","CLOUD, DATABASE, DEVOPS, JAVA, SOFT_SKILL, TESTING"
7608e51a91e457efa60ffd0ce0a9df3650fe51957d5cf7375b17355e1607a324,6,5,"CI/CD, Communication, Cross-functional, Problem Solving, Requirements Gathering","DEVOPS, SOFT_SKILL"
2c54b96a6262ee04056ab5bb1643feafd8c3eadc6cc62be99b5c05aac73739dc,22,13,"Analytical Skills, Collaboration, Communication, Data Quality, Data Science, Data Visualization, ETL, Innovation, Power BI, Problem Solving, Requirements Gathering, SQL, Test Automation","DATABASE, DATA_ENG, DATA_SCIENCE, SOFT_SKILL, TESTING"
e8118d6c7f3001f7f62b0f6ae76977506df2375a57ed2dbf25c52e8d8a8a4b49,21,15,"AWS, Agile, Git, Hibernate, JMeter, JPA, Java, Linux, Oracle, PostgreSQL, Requirements Gathering, Scrum, Software Testing, Spring Boot, Spring Framework","CLOUD, DATABASE, DEVOPS, JAVA, SOFT_SKILL, TESTING"
bf168b0569d0ffad67cf6da7dc405d478b573bfe879af28bf566d2175647208c,27,19,"AWS, Analytical Skills, Artificial Intelligence, CI/CD, CloudFormation, Collaboration, Communication, DevOps, GitHub Actions, Java, Kotlin, Kubernetes, Microservices, Problem Solving, Python, React, Terraform, Test Automation, TypeScript","CLOUD, DEVOPS, JAVA, MACHINE_LEARNING, MOBILE, PYTHON, SOFT_SKILL, TESTING, WEB_DEV"
6a73c2c79ac65f9a2475869fefbe1441181aee06b2195e8ce259a3f77694f609,8,6,"Agile, Angular, Cross-functional, Java, JavaScript, Requirements Gathering","JAVA, SOFT_SKILL, WEB_DEV"
295a90fe202af0bd8241e42f97f74304b4a45d912c77d3558069c4d1c1208d7a,9,7,"Analytical Skills, Artificial Intelligence, Innovation, Leadership, Mentoring, Microservices, Problem Solving","JAVA, MACHINE_LEARNING, SOFT_SKILL"
df55673ff3dc2c86412a79afa80283884837ffde7dc6f294b866ec5d3191c0cd,13,10,"Artificial Intelligence, Communication, Data Analysis, Data Mining, Data Science, Innovation, Leadership, Python, R Programming, Statistics","DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
2ad5cb21aaa23fd4462110325fd9933559f75d11c9bc1b87facde776268898e6,26,19,"Agile, Analytical Skills, Artificial Intelligence, CI/CD, CSS, Cross-functional, DevOps, Git, HTML, JUnit, Java, JavaScript, Oracle, Problem Solving, Quality Assurance, Requirements Gathering, SQL, Software Testing, Spring Framework","DATABASE, DEVOPS, JAVA, MACHINE_LEARNING, SOFT_SKILL, TESTING, WEB_DEV"
764a697404a760da4e00c736aea89b58a49851e37010d5d166c5eac0878435d1,3,3,"Grafana, Python, Requirements Gathering","DEVOPS, PYTHON, SOFT_SKILL"
6c9cff3c6738f47ec173d235862d25f19162a8039a4203bc196daac7f1e1e3a3,20,14,"AWS, Artificial Intelligence, Azure, CI/CD, Cross-functional, DevOps, MLOps, Machine Learning, NLP, Prompt Engineering, PyTorch, Python, RAG, Test Automation","CLOUD, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
9c33dd9c5c6b1b5dfa8b587ea685ef9dff81ad53352446f9fed599f02fd5219a,22,16,"AWS, Apache Spark, Classification, Clustering, Cross-functional, Cybersecurity, Data Analysis, Data Science, Deep Learning, Innovation, Machine Learning, Next.js, Python, R Programming, SQL, Time Series","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SECURITY, SOFT_SKILL, WEB_DEV"
